algorithm,dataset,n,k,d,i,ari,obj,t
gmm_rs_shrunk,pendigits,10992,10,16,7,0.775539477,-60.55859601,119.2354717
gmm_hg_shrunk,pendigits,10992,10,16,7,0.778250777,-60.55897671,140.3789742
kmeans,pendigits,10992,10,16,8,0.489558921,5.05E+07,0.288820118
kmeans_hg,pendigits,10992,10,16,8,0.531928464,4.93E+07,32.43824843
gmm,pendigits,10992,10,16,8,0.26624153,-43.61702513,11.36665688
gmm_ms,pendigits,10992,10,16,8,0.200663173,-33.1806981,7643.631629
gmm_rs,pendigits,10992,10,16,8,0.200415543,-34.43587055,5297.736021
gmm_hg,pendigits,10992,10,16,8,0.170540332,-31.76727946,18401.35865
gmm_shrunk,pendigits,10992,10,16,8,0.490016294,-62.14992382,0.516349823
gmm_ms_shrunk,pendigits,10992,10,16,8,0.637932021,-60.81123044,423.329156
gmm_rs_shrunk,pendigits,10992,10,16,8,0.755505409,-60.59374581,109.6030492
gmm_hg_shrunk,pendigits,10992,10,16,8,0.776239181,-60.54261407,224.5974034
kmeans,pendigits,10992,10,16,9,0.531608099,4.93E+07,0.391639591
kmeans_hg,pendigits,10992,10,16,9,0.531896327,4.93E+07,21.54574169
gmm,pendigits,10992,10,16,9,0.197683438,-40.76542379,5.652501874
gmm_ms,pendigits,10992,10,16,9,0.200113845,-33.11103513,6417.736668
gmm_rs,pendigits,10992,10,16,9,0.198743751,-33.70318966,7188.556113
gmm_hg,pendigits,10992,10,16,9,0.20498096,-32.30425674,18805.26247
gmm_shrunk,pendigits,10992,10,16,9,0.530124159,-61.27978908,0.566105072
gmm_ms_shrunk,pendigits,10992,10,16,9,0.703842701,-60.82207564,318.3087176
gmm_rs_shrunk,pendigits,10992,10,16,9,0.709612131,-60.57466191,84.37183668
gmm_hg_shrunk,pendigits,10992,10,16,9,0.780136892,-60.56177135,140.2950485
kmeans,shuttle,58000,7,9,10,0.37168965,8.40E+08,3.41729935
kmeans_hg,shuttle,58000,7,9,10,0.886410708,6.56E+08,416.8580066
gmm,shuttle,58000,7,9,10,0.179091499,-16.15275725,184.7606818
gmm_ms,shuttle,58000,7,9,10,0.26113612,-3.770501151,1882.306773
gmm_rs,shuttle,58000,7,9,10,0.240573688,-11.11785904,24902.49877
gmm_hg,shuttle,58000,7,9,10,0.175843232,-6.387185236,4172.14395
gmm_shrunk,shuttle,58000,7,9,10,0.892089006,-27.38389927,2.18668421
gmm_ms_shrunk,shuttle,58000,7,9,10,0.426361705,-25.43071994,612.3513441
gmm_rs_shrunk,shuttle,58000,7,9,10,0.892743915,-27.36870708,52.16251256
gmm_hg_shrunk,shuttle,58000,7,9,10,0.443523506,-25.65894068,134.3471268
kmeans,shuttle,58000,7,9,1,0.255211752,8.38E+08,2.672068696
kmeans_hg,shuttle,58000,7,9,1,0.886538697,5.69E+08,134.7546361
gmm,shuttle,58000,7,9,1,0.235058682,-11.04539972,4.161590076
gmm_ms,shuttle,58000,7,9,1,0.252773749,-4.481318617,1728.370016
gmm_rs,shuttle,58000,7,9,1,0.220106994,-6.929645129,4723.825882
gmm_hg,shuttle,58000,7,9,1,0.104081247,-8.765781876,2125.615512
gmm_shrunk,shuttle,58000,7,9,1,0.366821505,-26.27355329,1.465848772
gmm_ms_shrunk,shuttle,58000,7,9,1,0.403343105,-25.38708237,737.6964193
gmm_rs_shrunk,shuttle,58000,7,9,1,0.366821505,-26.27355329,77.76478373
gmm_hg_shrunk,shuttle,58000,7,9,1,0.432058265,-25.57899361,240.6686226
kmeans,shuttle,58000,7,9,2,0.373521322,8.39E+08,3.393931619
kmeans_hg,shuttle,58000,7,9,2,0.886538697,5.69E+08,141.8630119
gmm,shuttle,58000,7,9,2,0.150008972,-10.03082667,8.231034476
gmm_ms,shuttle,58000,7,9,2,0.209458319,-3.479304341,1990.066504
gmm_rs,shuttle,58000,7,9,2,0.156159976,-6.750062877,9496.435744
gmm_hg,shuttle,58000,7,9,2,0.139608029,-0.674100383,18706.87313
gmm_shrunk,shuttle,58000,7,9,2,0.422723584,-25.71459566,1.767857679
gmm_ms_shrunk,shuttle,58000,7,9,2,0.393067529,-25.39748132,654.7596882
gmm_rs_shrunk,shuttle,58000,7,9,2,0.422723584,-25.71459566,112.7046338
gmm_hg_shrunk,shuttle,58000,7,9,2,0.426782271,-25.67646474,277.515149
kmeans,shuttle,58000,7,9,3,0.373521322,8.39E+08,7.153221043
kmeans_hg,shuttle,58000,7,9,3,0.886538697,5.69E+08,184.1571382
gmm,shuttle,58000,7,9,3,0.080693218,-12.91403195,6.567606148
gmm_ms,shuttle,58000,7,9,3,0.080521919,-2.722968285,2673.066333
gmm_rs,shuttle,58000,7,9,3,0.170595984,-5.958989258,10404.67672
gmm_hg,shuttle,58000,7,9,3,0.123614294,-0.586942801,17732.8771
gmm_shrunk,shuttle,58000,7,9,3,0.277354812,-27.26716442,0.391881015
gmm_ms_shrunk,shuttle,58000,7,9,3,0.41409319,-25.36085129,642.8596261
gmm_rs_shrunk,shuttle,58000,7,9,3,0.277354812,-27.26716442,163.1895167
gmm_hg_shrunk,shuttle,58000,7,9,3,0.408597953,-25.54943873,190.9711629
kmeans,shuttle,58000,7,9,4,0.248537543,8.38E+08,2.058826313
kmeans_hg,shuttle,58000,7,9,4,0.886538697,5.69E+08,243.8175317
gmm,shuttle,58000,7,9,4,0.164803957,-19.03122024,1.702135687
gmm_ms,shuttle,58000,7,9,4,0.251471759,-3.913894543,1470.44699
gmm_rs,shuttle,58000,7,9,4,0.0839602,-6.253404836,7626.21553
gmm_hg,shuttle,58000,7,9,4,0.133515871,-0.968856138,14210.74195
gmm_shrunk,shuttle,58000,7,9,4,0.366366432,-26.31978539,1.386490361
gmm_ms_shrunk,shuttle,58000,7,9,4,0.393310601,-25.41048338,703.7996643
gmm_rs_shrunk,shuttle,58000,7,9,4,0.366366432,-26.31978539,87.90586455
gmm_hg_shrunk,shuttle,58000,7,9,4,0.436365907,-25.65043555,137.9499995
kmeans,shuttle,58000,7,9,5,0.2553599,8.38E+08,2.458940606
kmeans_hg,shuttle,58000,7,9,5,0.270536197,6.82E+08,425.333763
gmm,shuttle,58000,7,9,5,0.158907209,-16.81988105,1.699231341
gmm_ms,shuttle,58000,7,9,5,0.249921702,-4.906340259,2112.896646
gmm_rs,shuttle,58000,7,9,5,0.07881512,-5.777530931,9750.914643
gmm_hg,shuttle,58000,7,9,5,0.18328604,-0.598937924,10236.27679
gmm_shrunk,shuttle,58000,7,9,5,0.236756158,-26.58903822,0.676272031
gmm_ms_shrunk,shuttle,58000,7,9,5,0.419138272,-25.55871795,642.7819021
gmm_rs_shrunk,shuttle,58000,7,9,5,0.416328388,-25.89919346,67.88635607
gmm_hg_shrunk,shuttle,58000,7,9,5,0.427510117,-25.57223152,141.0204502
kmeans,shuttle,58000,7,9,6,0.258141188,8.38E+08,10.47413701
kmeans_hg,shuttle,58000,7,9,6,0.886538697,5.69E+08,158.4748874
gmm,shuttle,58000,7,9,6,0.148641194,-17.91028905,1.500163283
gmm_ms,shuttle,58000,7,9,6,0.250223675,-3.849732038,2536.423739
gmm_rs,shuttle,58000,7,9,6,0.092624584,-7.639327139,3615.096075
gmm_hg,shuttle,58000,7,9,6,0.022996897,-6.798934777,5880.868501
gmm_shrunk,shuttle,58000,7,9,6,0.378108284,-26.8348559,0.700925716
gmm_ms_shrunk,shuttle,58000,7,9,6,0.393067529,-25.39748875,745.9963671
gmm_rs_shrunk,shuttle,58000,7,9,6,0.360345849,-26.63398414,79.28538504
gmm_hg_shrunk,shuttle,58000,7,9,6,0.429370423,-25.56996585,333.3510584
kmeans,shuttle,58000,7,9,7,0.269438502,7.15E+08,3.127092638
kmeans_hg,shuttle,58000,7,9,7,0.886538697,5.69E+08,165.0793869
gmm,shuttle,58000,7,9,7,0.068496965,-17.9543105,1.697734442
gmm_ms,shuttle,58000,7,9,7,0.248986872,-2.908603715,2208.383631
gmm_rs,shuttle,58000,7,9,7,0.033944936,-6.273038986,13794.96065
gmm_hg,shuttle,58000,7,9,7,0.254288077,-7.04080833,5736.806157
gmm_shrunk,shuttle,58000,7,9,7,0.393531666,-26.27601547,0.779557973
gmm_ms_shrunk,shuttle,58000,7,9,7,0.393666167,-25.39924218,654.0254649
gmm_rs_shrunk,shuttle,58000,7,9,7,0.373622427,-26.2650975,203.7736703
gmm_hg_shrunk,shuttle,58000,7,9,7,0.428016492,-25.34890734,298.3800487
kmeans,shuttle,58000,7,9,8,0.269771949,7.15E+08,5.72674623
kmeans_hg,shuttle,58000,7,9,8,0.886538697,5.69E+08,204.791923
gmm,shuttle,58000,7,9,8,0.153231916,-17.60432269,2.43584016
gmm_ms,shuttle,58000,7,9,8,0.268089564,-3.74880286,2401.144057
gmm_rs,shuttle,58000,7,9,8,0.104604402,-7.232093512,6143.923449
gmm_hg,shuttle,58000,7,9,8,0.153346283,-6.664025792,4178.187029
gmm_shrunk,shuttle,58000,7,9,8,0.412263331,-25.93893195,0.796035518
gmm_ms_shrunk,shuttle,58000,7,9,8,0.425067168,-25.44518109,776.0153444
gmm_rs_shrunk,shuttle,58000,7,9,8,0.412263331,-25.93893195,82.90580489
gmm_hg_shrunk,shuttle,58000,7,9,8,0.362920574,-25.7443727,688.0487703
kmeans,shuttle,58000,7,9,9,0.37065892,8.46E+08,2.877328421
kmeans_hg,shuttle,58000,7,9,9,0.886538697,5.69E+08,254.6244818
gmm,shuttle,58000,7,9,9,0.064280213,-19.25981164,1.601764385
gmm_ms,shuttle,58000,7,9,9,0.254633918,-4.377141834,1465.588187
gmm_rs,shuttle,58000,7,9,9,0.120509888,-7.082477713,10630.69393
gmm_hg,shuttle,58000,7,9,9,0.043756739,-6.715283846,3001.685017
gmm_shrunk,shuttle,58000,7,9,9,0.439277416,-26.81138662,1.830104833
gmm_ms_shrunk,shuttle,58000,7,9,9,0.413841101,-25.40544813,688.0350421
gmm_rs_shrunk,shuttle,58000,7,9,9,0.437844724,-26.79570778,79.79854946
gmm_hg_shrunk,shuttle,58000,7,9,9,0.409257519,-25.58523102,224.3757085
kmeans,human_activity_recognition,10299,6,561,10,0.334520449,204326.222,1.548833727
kmeans_hg,human_activity_recognition,10299,6,561,10,0.461034874,182168.6689,197.2253279
gmm,human_activity_recognition,10299,6,561,10,0.315182359,1736.894245,18.84039233
gmm_ms,human_activity_recognition,10299,6,561,10,0.267183248,1824.50128,27068.09941
gmm_rs,human_activity_recognition,10299,6,561,10,0.300816066,1774.485122,3711.474455
gmm_hg,human_activity_recognition,10299,6,561,10,0.288635744,1839.858987,7815.561048
gmm_shrunk,human_activity_recognition,10299,6,561,10,0.357294022,771.4324948,53.05111384
gmm_ms_shrunk,human_activity_recognition,10299,6,561,10,0.549583596,804.6929811,32094.1207
gmm_rs_shrunk,human_activity_recognition,10299,6,561,10,0.357294022,771.4324948,6182.678075
gmm_hg_shrunk,human_activity_recognition,10299,6,561,10,0.508888965,801.3160047,5667.41727
kmeans,human_activity_recognition,10299,6,561,1,0.342180467,204537.4325,2.992739658
kmeans_hg,human_activity_recognition,10299,6,561,1,0.461241887,182168.6591,418.6337552
gmm,human_activity_recognition,10299,6,561,1,0.319736729,1748.801355,22.21660474
gmm_ms,human_activity_recognition,10299,6,561,1,0.277456299,1828.108217,26962.68744
gmm_rs,human_activity_recognition,10299,6,561,1,0.319322239,1786.889422,2415.490134
gmm_hg,human_activity_recognition,10299,6,561,1,0.288401219,1835.597293,10725.58831
gmm_shrunk,human_activity_recognition,10299,6,561,1,0.323277107,774.8081753,78.53294207
gmm_ms_shrunk,human_activity_recognition,10299,6,561,1,0.536404609,802.9064877,33136.15781
gmm_rs_shrunk,human_activity_recognition,10299,6,561,1,0.323277107,774.8081753,7433.022189
gmm_hg_shrunk,human_activity_recognition,10299,6,561,1,0.501249704,798.1413497,4929.883102
kmeans,human_activity_recognition,10299,6,561,2,0.545440236,187496.499,2.050032395
kmeans_hg,human_activity_recognition,10299,6,561,2,0.46106345,182168.6344,588.8717271
gmm,human_activity_recognition,10299,6,561,2,0.298910248,1814.419148,46.3098854
gmm_ms,human_activity_recognition,10299,6,561,2,0.263873049,1832.3698,26101.36802
gmm_rs,human_activity_recognition,10299,6,561,2,0.298910248,1814.419148,3334.075302
gmm_hg,human_activity_recognition,10299,6,561,2,0.29072395,1828.70638,12159.96937
gmm_shrunk,human_activity_recognition,10299,6,561,2,0.315761222,774.7087915,37.35431302
gmm_ms_shrunk,human_activity_recognition,10299,6,561,2,0.542323401,803.7642995,33542.39652
gmm_rs_shrunk,human_activity_recognition,10299,6,561,2,0.315761222,774.7087915,3902.921324
gmm_hg_shrunk,human_activity_recognition,10299,6,561,2,0.537918776,800.9220748,6018.021421
kmeans,human_activity_recognition,10299,6,561,3,0.416652838,183134.2671,3.042597752
kmeans_hg,human_activity_recognition,10299,6,561,3,0.461165352,182168.6464,523.2574005
gmm,human_activity_recognition,10299,6,561,3,0.295039188,1801.98098,89.08770875
gmm_ms,human_activity_recognition,10299,6,561,3,0.277176484,1827.744642,27116.45544
gmm_rs,human_activity_recognition,10299,6,561,3,0.288595827,1812.992503,3177.778402
gmm_hg,human_activity_recognition,10299,6,561,3,0.299894794,1841.546021,10639.13476
gmm_shrunk,human_activity_recognition,10299,6,561,3,0.316349883,773.0764619,70.94050096
gmm_ms_shrunk,human_activity_recognition,10299,6,561,3,0.494750198,801.1026043,33336.8985
gmm_rs_shrunk,human_activity_recognition,10299,6,561,3,0.316349883,773.0764619,4151.26003
gmm_hg_shrunk,human_activity_recognition,10299,6,561,3,0.477869215,795.8028372,5887.873694
kmeans,human_activity_recognition,10299,6,561,4,0.460844699,182169.473,2.414431218
kmeans_hg,human_activity_recognition,10299,6,561,4,0.460880414,182168.6509,383.5692127
gmm,human_activity_recognition,10299,6,561,4,0.285430305,1807.894268,58.82068353
gmm_ms,human_activity_recognition,10299,6,561,4,0.301905801,1826.688361,26147.32335
gmm_rs,human_activity_recognition,10299,6,561,4,0.298719951,1810.010268,3536.372115
gmm_hg,human_activity_recognition,10299,6,561,4,0.29360959,1827.542457,13900.1373
gmm_shrunk,human_activity_recognition,10299,6,561,4,0.321687882,779.7715786,139.1036025
gmm_ms_shrunk,human_activity_recognition,10299,6,561,4,0.530361699,802.1242065,33491.44114
gmm_rs_shrunk,human_activity_recognition,10299,6,561,4,0.321687882,779.7715786,3708.207172
gmm_hg_shrunk,human_activity_recognition,10299,6,561,4,0.494603205,793.8196961,5879.245467
kmeans,human_activity_recognition,10299,6,561,5,0.460853182,182168.7144,2.593561472
kmeans_hg,human_activity_recognition,10299,6,561,5,0.460908331,182168.6607,378.6892426
gmm,human_activity_recognition,10299,6,561,5,0.283507763,1825.431244,101.8680107
gmm_ms,human_activity_recognition,10299,6,561,5,0.280173077,1828.939804,26438.22704
gmm_rs,human_activity_recognition,10299,6,561,5,0.283507763,1825.431244,4588.799075
gmm_hg,human_activity_recognition,10299,6,561,5,0.284242194,1833.05541,7043.120483
gmm_shrunk,human_activity_recognition,10299,6,561,5,0.316821974,778.2812503,101.7266086
gmm_ms_shrunk,human_activity_recognition,10299,6,561,5,0.530720199,803.447974,33625.37712
gmm_rs_shrunk,human_activity_recognition,10299,6,561,5,0.316821974,778.2812503,3330.265371
gmm_hg_shrunk,human_activity_recognition,10299,6,561,5,0.511673949,792.9200751,6158.789961
kmeans,human_activity_recognition,10299,6,561,6,0.460868442,182169.4708,1.421839609
kmeans_hg,human_activity_recognition,10299,6,561,6,0.461034874,182168.6689,264.2256046
gmm,human_activity_recognition,10299,6,561,6,0.289233269,1813.327598,57.95114666
gmm_ms,human_activity_recognition,10299,6,561,6,0.301152363,1829.165446,25767.68762
gmm_rs,human_activity_recognition,10299,6,561,6,0.285274612,1817.88165,4317.152523
gmm_hg,human_activity_recognition,10299,6,561,6,0.291221308,1833.558109,9240.755602
gmm_shrunk,human_activity_recognition,10299,6,561,6,0.32350756,777.5342802,143.5163365
gmm_ms_shrunk,human_activity_recognition,10299,6,561,6,0.53839808,803.2652162,33357.75818
gmm_rs_shrunk,human_activity_recognition,10299,6,561,6,0.32350756,777.5342802,4656.194184
gmm_hg_shrunk,human_activity_recognition,10299,6,561,6,0.508584284,796.0155683,6575.958901
kmeans,human_activity_recognition,10299,6,561,7,0.5448155,187498.6714,2.553171858
kmeans_hg,human_activity_recognition,10299,6,561,7,0.461034874,182168.6689,390.115874
gmm,human_activity_recognition,10299,6,561,7,0.28655107,1806.259564,66.46623146
gmm_ms,human_activity_recognition,10299,6,561,7,0.291973196,1826.460279,27327.91496
gmm_rs,human_activity_recognition,10299,6,561,7,0.299820504,1812.862047,4582.014244
gmm_hg,human_activity_recognition,10299,6,561,7,0.293757362,1827.390385,5106.954256
gmm_shrunk,human_activity_recognition,10299,6,561,7,0.331092282,781.6691653,76.64310122
gmm_ms_shrunk,human_activity_recognition,10299,6,561,7,0.545938667,804.2174012,33996.71372
gmm_rs_shrunk,human_activity_recognition,10299,6,561,7,0.331092282,781.6691653,5544.496865
gmm_hg_shrunk,human_activity_recognition,10299,6,561,7,0.552121072,798.5050955,7596.353303
kmeans,human_activity_recognition,10299,6,561,8,0.461300815,182169.6552,1.772873686
kmeans_hg,human_activity_recognition,10299,6,561,8,0.460880414,182168.6509,440.5727704
gmm,human_activity_recognition,10299,6,561,8,0.301201698,1815.964604,43.35823086
gmm_ms,human_activity_recognition,10299,6,561,8,0.296241004,1828.665832,25279.28172
gmm_rs,human_activity_recognition,10299,6,561,8,0.318048461,1819.618975,3809.413531
gmm_hg,human_activity_recognition,10299,6,561,8,0.291256504,1836.667318,10103.21767
gmm_shrunk,human_activity_recognition,10299,6,561,8,0.529256058,802.3301464,125.66338
gmm_ms_shrunk,human_activity_recognition,10299,6,561,8,0.511896591,802.7604007,34057.83738
gmm_rs_shrunk,human_activity_recognition,10299,6,561,8,0.529256058,802.3301464,4321.457349
gmm_hg_shrunk,human_activity_recognition,10299,6,561,8,0.511896591,802.7604007,6503.560046
kmeans,human_activity_recognition,10299,6,561,9,0.461300815,182169.6552,2.589424313
kmeans_hg,human_activity_recognition,10299,6,561,9,0.461165352,182168.6464,459.7295674
gmm,human_activity_recognition,10299,6,561,9,0.324174137,1815.086242,53.39302355
gmm_ms,human_activity_recognition,10299,6,561,9,0.258082824,1825.982026,27172.41042
gmm_rs,human_activity_recognition,10299,6,561,9,0.307020264,1823.692109,2916.358683
gmm_hg,human_activity_recognition,10299,6,561,9,0.292407317,1835.790313,10738.49734
gmm_shrunk,human_activity_recognition,10299,6,561,9,0.517733327,800.389125,76.28677871
gmm_ms_shrunk,human_activity_recognition,10299,6,561,9,0.53446863,802.1741464,31703.98219
gmm_rs_shrunk,human_activity_recognition,10299,6,561,9,0.517733327,800.389125,4611.712395
gmm_hg_shrunk,human_activity_recognition,10299,6,561,9,0.517733327,800.389125,7246.114655
kmeans,letter_recognition,20000,26,16,10,0.128099792,611235.565,3.180929894
kmeans_hg,letter_recognition,20000,26,16,10,0.128639809,610790.7825,300.2614872
gmm,letter_recognition,20000,26,16,10,0.062141892,-7.295989217,28.29110818
gmm_ms,letter_recognition,20000,26,16,10,0.06648721,0.740945517,22497.23386
gmm_rs,letter_recognition,20000,26,16,10,0.073456373,-0.574159193,23475.5795
gmm_hg,letter_recognition,20000,26,16,10,0.071299399,2.112201237,43926.51214
gmm_shrunk,letter_recognition,20000,26,16,10,0.239838471,-24.50610551,8.693915174
gmm_ms_shrunk,letter_recognition,20000,26,16,10,0.247252644,-24.27926657,1942.568012
gmm_rs_shrunk,letter_recognition,20000,26,16,10,0.234257137,-24.08091259,671.4762331
gmm_hg_shrunk,letter_recognition,20000,26,16,10,0.255593728,-24.07867392,867.9734197
kmeans,letter_recognition,20000,26,16,1,0.138493364,614591.1641,1.989386182
kmeans_hg,letter_recognition,20000,26,16,1,0.127711276,610933.9273,158.0481833
gmm,letter_recognition,20000,26,16,1,0.060113068,-9.772280967,22.10834661
gmm_ms,letter_recognition,20000,26,16,1,0.077193788,1.48023206,17330.94165
gmm_rs,letter_recognition,20000,26,16,1,0.065290294,0.674246621,47373.07812
gmm_hg,letter_recognition,20000,26,16,1,0.099179773,3.765214802,47175.81353
gmm_shrunk,letter_recognition,20000,26,16,1,0.230100946,-24.65112103,4.494450453
gmm_ms_shrunk,letter_recognition,20000,26,16,1,0.223501142,-24.33208552,1682.125053
gmm_rs_shrunk,letter_recognition,20000,26,16,1,0.265534209,-24.09322665,566.1040626
gmm_hg_shrunk,letter_recognition,20000,26,16,1,0.248711682,-24.05197451,757.2300744
kmeans,letter_recognition,20000,26,16,2,0.12610942,612565.3507,1.516868211
kmeans_hg,letter_recognition,20000,26,16,2,0.12833518,610790.7197,152.3529492
gmm,letter_recognition,20000,26,16,2,0.069464454,-5.295457808,12.41795715
gmm_ms,letter_recognition,20000,26,16,2,0.070801082,0.399381067,18746.94225
gmm_rs,letter_recognition,20000,26,16,2,0.066679279,0.647444299,17364.26609
gmm_hg,letter_recognition,20000,26,16,2,0.079478744,2.392943611,35207.81313
gmm_shrunk,letter_recognition,20000,26,16,2,0.233663063,-24.57122248,7.053719145
gmm_ms_shrunk,letter_recognition,20000,26,16,2,0.242124677,-24.35037425,2451.973817
gmm_rs_shrunk,letter_recognition,20000,26,16,2,0.233683275,-24.04362345,765.359604
gmm_hg_shrunk,letter_recognition,20000,26,16,2,0.241672206,-24.08911542,749.4747124
kmeans,letter_recognition,20000,26,16,3,0.121701041,614742.9426,1.864062976
kmeans_hg,letter_recognition,20000,26,16,3,0.128626681,610790.4311,229.80483
gmm,letter_recognition,20000,26,16,3,0.190593475,-21.64611472,7.352714204
gmm_ms,letter_recognition,20000,26,16,3,0.07815656,2.211299225,20597.46
gmm_rs,letter_recognition,20000,26,16,3,0.067246435,1.149068234,33598.33721
gmm_hg,letter_recognition,20000,26,16,3,0.099382281,3.739727261,42355.29888
gmm_shrunk,letter_recognition,20000,26,16,3,0.242271197,-24.44523198,4.689631733
gmm_ms_shrunk,letter_recognition,20000,26,16,3,0.257006487,-24.29627045,1857.319183
gmm_rs_shrunk,letter_recognition,20000,26,16,3,0.22341118,-24.11503389,605.9093991
gmm_hg_shrunk,letter_recognition,20000,26,16,3,0.239110328,-24.09083642,524.3298149
kmeans,letter_recognition,20000,26,16,4,0.124550846,617266.7637,1.327645921
kmeans_hg,letter_recognition,20000,26,16,4,0.128634904,610789.6739,197.9484063
gmm,letter_recognition,20000,26,16,4,0.059348401,-10.34432603,5.49188509
gmm_ms,letter_recognition,20000,26,16,4,0.0672354,0.844764252,18536.03661
gmm_rs,letter_recognition,20000,26,16,4,0.057544728,1.801113384,16247.94877
gmm_hg,letter_recognition,20000,26,16,4,0.092266533,3.491041734,35005.39481
gmm_shrunk,letter_recognition,20000,26,16,4,0.199931606,-24.48629185,6.097518178
gmm_ms_shrunk,letter_recognition,20000,26,16,4,0.2545398,-24.27014328,2425.770928
gmm_rs_shrunk,letter_recognition,20000,26,16,4,0.236542599,-24.09143047,801.832587
gmm_hg_shrunk,letter_recognition,20000,26,16,4,0.239729978,-24.04097685,1033.864998
kmeans,letter_recognition,20000,26,16,5,0.137045131,625961.3489,2.052025893
kmeans_hg,letter_recognition,20000,26,16,5,0.128664281,610788.7866,308.0089878
gmm,letter_recognition,20000,26,16,5,0.062161658,-3.173786035,25.01226132
gmm_ms,letter_recognition,20000,26,16,5,0.061779561,0.35301823,20481.70299
gmm_rs,letter_recognition,20000,26,16,5,0.08078867,2.872841102,34366.64304
gmm_hg,letter_recognition,20000,26,16,5,0.097573611,4.021832868,41634.32843
gmm_shrunk,letter_recognition,20000,26,16,5,0.20684648,-24.8113218,4.962225543
gmm_ms_shrunk,letter_recognition,20000,26,16,5,0.209988717,-24.27226021,1962.766284
gmm_rs_shrunk,letter_recognition,20000,26,16,5,0.224913153,-24.04001058,627.3757141
gmm_hg_shrunk,letter_recognition,20000,26,16,5,0.23638392,-24.11706102,773.9011018
kmeans,letter_recognition,20000,26,16,6,0.136092181,616226.0113,1.433882628
kmeans_hg,letter_recognition,20000,26,16,6,0.128734385,610789.8726,234.9939108
gmm,letter_recognition,20000,26,16,6,0.066919047,-7.22617866,6.35746156
gmm_ms,letter_recognition,20000,26,16,6,0.072804037,0.35633137,20829.8817
gmm_rs,letter_recognition,20000,26,16,6,0.084048322,0.133684826,15733.881
gmm_hg,letter_recognition,20000,26,16,6,0.071174398,1.895513727,32577.93092
gmm_shrunk,letter_recognition,20000,26,16,6,0.240646445,-24.54133437,6.529118426
gmm_ms_shrunk,letter_recognition,20000,26,16,6,0.235092537,-24.33147696,2674.936461
gmm_rs_shrunk,letter_recognition,20000,26,16,6,0.24359855,-24.0454669,861.1141565
gmm_hg_shrunk,letter_recognition,20000,26,16,6,0.235199905,-24.06035612,1073.315384
kmeans,letter_recognition,20000,26,16,7,0.126987425,618512.4189,1.987453934
kmeans_hg,letter_recognition,20000,26,16,7,0.127356813,610935.8953,165.8051041
gmm,letter_recognition,20000,26,16,7,0.059388757,-6.550667331,130.4047883
gmm_ms,letter_recognition,20000,26,16,7,0.031278938,0.813444289,23286.99613
gmm_rs,letter_recognition,20000,26,16,7,0.065059939,0.355427881,23693.16445
gmm_hg,letter_recognition,20000,26,16,7,0.063636528,3.433401741,74842.11235
gmm_shrunk,letter_recognition,20000,26,16,7,0.177008015,-24.67997262,3.22948468
gmm_ms_shrunk,letter_recognition,20000,26,16,7,0.217948272,-24.34314014,1808.265674
gmm_rs_shrunk,letter_recognition,20000,26,16,7,0.249521054,-24.12470066,600.5516346
gmm_hg_shrunk,letter_recognition,20000,26,16,7,0.232369273,-24.06148912,420.1752735
kmeans,letter_recognition,20000,26,16,8,0.136439721,616057.8992,1.76130432
kmeans_hg,letter_recognition,20000,26,16,8,0.127513007,610932.6213,248.0730197
gmm,letter_recognition,20000,26,16,8,0.154215942,-19.18658565,47.8981598
gmm_ms,letter_recognition,20000,26,16,8,0.073957481,0.09772706,17944.83608
gmm_rs,letter_recognition,20000,26,16,8,0.073644934,0.029012026,23010.66546
gmm_hg,letter_recognition,20000,26,16,8,0.067576949,3.012928556,43092.72088
gmm_shrunk,letter_recognition,20000,26,16,8,0.206644296,-24.53879718,5.316211738
gmm_ms_shrunk,letter_recognition,20000,26,16,8,0.266856966,-24.30219882,2327.608678
gmm_rs_shrunk,letter_recognition,20000,26,16,8,0.232750182,-24.03485778,749.3571527
gmm_hg_shrunk,letter_recognition,20000,26,16,8,0.248565989,-24.04586343,1025.247489
kmeans,letter_recognition,20000,26,16,9,0.145441979,621015.9566,0.952380626
kmeans_hg,letter_recognition,20000,26,16,9,0.128374836,610793.1533,102.6631957
gmm,letter_recognition,20000,26,16,9,0.069753465,-7.4540905,37.62277947
gmm_ms,letter_recognition,20000,26,16,9,0.080148661,0.34098273,20073.43709
gmm_rs,letter_recognition,20000,26,16,9,0.085864011,1.561722738,34812.4105
gmm_hg,letter_recognition,20000,26,16,9,0.075573568,2.797654134,43479.60956
gmm_shrunk,letter_recognition,20000,26,16,9,0.194803867,-24.48194321,4.087647669
gmm_ms_shrunk,letter_recognition,20000,26,16,9,0.241786583,-24.27093117,1884.674364
gmm_rs_shrunk,letter_recognition,20000,26,16,9,0.210766404,-24.08607756,386.3872334
gmm_hg_shrunk,letter_recognition,20000,26,16,9,0.223015906,-24.05670428,795.2890836
kmeans,glass,214,6,9,1,0.271038921,401.7735396,0.000607364
kmeans_hg,glass,214,6,9,1,0.25521336,336.0605389,0.370652872
gmm,glass,214,6,9,1,0.254622293,10.62695818,0.016316804
gmm_ms,glass,214,6,9,1,0.027126429,33.32290098,88.02374043
gmm_rs,glass,214,6,9,1,0.190741838,12.54412143,1.996538388
gmm_hg,glass,214,6,9,1,0.009386314,32.60759049,105.0391172
